epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,23.6319,1.33257,11.2069,0.67844,1.33124,1.63541,0.90624,1,0.99151,0.76959,0,0,0,0,0.97159,10.0705,0.60534,1.0664,1.42242,0.000654321,0.000654321,0.000654321
2,60.3967,0.81328,9.98365,0.61634,0.53772,1.18964,0.99859,1,0.995,0.82883,0,0,0,0,0.69769,9.21561,0.37058,0.59874,1.04936,0.00130791,0.00130791,0.00130791
