epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,441.79,0.26854,0.21626,0.27387,0.27444,0.85665,1,1,0.995,0.995,1,1,0.995,0.995,0.20607,0.10664,0.2628,0.13659,0.60395,0.0013862,0.0013862,0.0013862
33,456.43,0.27288,0.26868,0.28074,0.29148,0.86604,1,1,0.995,0.995,1,1,0.995,0.995,0.23569,0.09023,0.23314,0.19768,0.62438,0.0013664,0.0013664,0.0013664
34,469.756,0.26182,0.22815,0.28488,0.27419,0.86264,1,1,0.995,0.995,1,1,0.995,0.995,0.26784,0.07327,0.25204,0.20918,0.6269,0.0013466,0.0013466,0.0013466
35,483.326,0.24731,0.21836,0.27682,0.26317,0.85291,1,1,0.995,0.8955,1,1,0.995,0.995,0.37931,0.1531,0.25495,0.22877,0.64593,0.0013268,0.0013268,0.0013268
36,497.983,0.24672,0.23745,0.27837,0.26038,0.85781,1,1,0.995,0.995,1,1,0.995,0.995,0.22822,0.09183,0.25033,0.21733,0.61492,0.001307,0.001307,0.001307
37,511.448,0.24506,0.21457,0.27725,0.26357,0.8562,0.9992,1,0.995,0.995,0.9992,1,0.995,0.995,0.28289,0.05245,0.26237,0.28987,0.64651,0.0012872,0.0012872,0.0012872
38,525.818,0.26254,0.25104,0.26024,0.27474,0.85076,0.9992,1,0.995,0.995,0.9992,1,0.995,0.995,0.32638,0.04555,0.24823,0.2528,0.64203,0.0012674,0.0012674,0.0012674
39,539.025,0.23035,0.20845,0.25001,0.26396,0.86487,0.99921,1,0.995,0.995,0.99921,1,0.995,0.995,0.26162,0.04392,0.22899,0.21195,0.60447,0.0012476,0.0012476,0.0012476
40,553.322,0.23529,0.15902,0.24858,0.24401,0.85731,1,1,0.995,0.99462,1,1,0.995,0.995,0.32938,0.06332,0.23671,0.21749,0.6145,0.0012278,0.0012278,0.0012278
41,566.865,0.25675,0.17968,0.2271,0.26166,0.85545,1,1,0.995,0.99389,1,1,0.995,0.995,0.29792,0.09673,0.20895,0.22345,0.62633,0.001208,0.001208,0.001208
42,580.007,0.2332,0.18337,0.23186,0.25012,0.8606,1,1,0.995,0.98238,1,1,0.995,0.995,0.26905,0.04583,0.19733,0.19941,0.64372,0.0011882,0.0011882,0.0011882
43,593.798,0.23525,0.20224,0.24858,0.25859,0.8668,1,1,0.995,0.995,1,1,0.995,0.995,0.23703,0.11213,0.20576,0.15669,0.5974,0.0011684,0.0011684,0.0011684
44,607.035,0.21264,0.20865,0.23382,0.23576,0.86001,1,1,0.995,0.995,1,1,0.995,0.995,0.22947,0.03569,0.19679,0.17658,0.62029,0.0011486,0.0011486,0.0011486
45,621.659,0.23615,0.17652,0.24512,0.24647,0.85016,1,1,0.995,0.99236,1,1,0.995,0.995,0.40587,0.057,0.18868,0.2481,0.63354,0.0011288,0.0011288,0.0011288
46,635.531,0.24405,0.19517,0.23275,0.26362,0.85664,1,1,0.995,0.995,1,1,0.995,0.995,0.3177,0.03348,0.18785,0.22261,0.6228,0.001109,0.001109,0.001109
47,650.932,0.21991,0.16898,0.2343,0.24566,0.85033,1,1,0.995,0.995,1,1,0.995,0.995,0.30067,0.0411,0.1859,0.26773,0.60978,0.0010892,0.0010892,0.0010892
48,664.339,0.22506,0.17577,0.22281,0.23483,0.84952,1,1,0.995,0.995,1,1,0.995,0.995,0.23959,0.04934,0.19898,0.14649,0.60929,0.0010694,0.0010694,0.0010694
49,677.581,0.21906,0.18053,0.21269,0.23027,0.84876,1,1,0.995,0.995,1,1,0.995,0.995,0.25519,0.0327,0.19926,0.16621,0.60211,0.0010496,0.0010496,0.0010496
50,692.525,0.20866,0.16212,0.21112,0.21477,0.85109,1,1,0.995,0.995,1,1,0.995,0.995,0.23344,0.03074,0.19983,0.17353,0.62626,0.0010298,0.0010298,0.0010298
51,705.769,0.20501,0.15126,0.21065,0.21522,0.83932,1,1,0.995,0.99115,1,1,0.995,0.995,0.33554,0.03373,0.19784,0.21441,0.63548,0.00101,0.00101,0.00101
52,719.663,0.22302,0.21722,0.1897,0.23101,0.83576,1,1,0.995,0.995,1,1,0.995,0.995,0.27419,0.05793,0.1841,0.2278,0.60971,0.0009902,0.0009902,0.0009902
53,732.854,0.20782,0.13694,0.21508,0.21299,0.85612,1,1,0.995,0.995,1,1,0.995,0.995,0.31387,0.05088,0.19231,0.20858,0.59905,0.0009704,0.0009704,0.0009704
54,745.821,0.21619,0.13734,0.20123,0.21848,0.84792,1,1,0.995,0.995,1,1,0.995,0.995,0.22647,0.03491,0.20646,0.17998,0.60904,0.0009506,0.0009506,0.0009506
55,760.313,0.2086,0.14193,0.20027,0.22042,0.86151,1,1,0.995,0.995,1,1,0.995,0.995,0.22952,0.05586,0.1952,0.20468,0.60074,0.0009308,0.0009308,0.0009308
56,773.752,0.18239,0.1506,0.20016,0.20156,0.84582,1,1,0.995,0.968,1,1,0.995,0.995,0.36302,0.05917,0.1731,0.2298,0.61975,0.000911,0.000911,0.000911
57,787.614,0.20492,0.15486,0.19326,0.21929,0.83984,1,1,0.995,0.98879,1,1,0.995,0.995,0.34263,0.04011,0.19157,0.22342,0.62674,0.0008912,0.0008912,0.0008912
58,801.181,0.19115,0.13302,0.19666,0.2075,0.85535,1,1,0.995,0.99137,1,1,0.995,0.995,0.25952,0.02442,0.17646,0.25916,0.63107,0.0008714,0.0008714,0.0008714
59,814.553,0.17405,0.14495,0.18604,0.199,0.83621,1,1,0.995,0.995,1,1,0.995,0.995,0.23534,0.03457,0.16664,0.19517,0.60544,0.0008516,0.0008516,0.0008516
60,828.823,0.18658,0.14932,0.19527,0.20879,0.85056,1,1,0.995,0.995,1,1,0.995,0.995,0.21683,0.04967,0.1732,0.14585,0.61056,0.0008318,0.0008318,0.0008318
61,841.589,0.18961,0.13628,0.19796,0.21033,0.84112,1,1,0.995,0.995,1,1,0.995,0.995,0.28794,0.05614,0.15155,0.15865,0.62115,0.000812,0.000812,0.000812
62,855.151,0.19834,0.13031,0.20033,0.20871,0.84566,1,1,0.995,0.995,1,1,0.995,0.995,0.23412,0.02256,0.14125,0.1772,0.61708,0.0007922,0.0007922,0.0007922
63,867.851,0.18537,0.12355,0.17614,0.20716,0.82696,1,1,0.995,0.995,1,1,0.995,0.995,0.18825,0.02425,0.15193,0.13196,0.62493,0.0007724,0.0007724,0.0007724
64,882.489,0.189,0.1421,0.18477,0.2079,0.8493,1,1,0.995,0.995,1,1,0.995,0.995,0.24568,0.03752,0.16007,0.18557,0.61184,0.0007526,0.0007526,0.0007526
65,896.204,0.18754,0.15128,0.18198,0.20527,0.83972,1,1,0.995,0.995,1,1,0.995,0.995,0.27485,0.01968,0.15594,0.18705,0.61987,0.0007328,0.0007328,0.0007328
66,910.027,0.1752,0.1364,0.17817,0.19447,0.83448,1,1,0.995,0.995,1,1,0.995,0.995,0.23655,0.02682,0.16291,0.19547,0.59877,0.000713,0.000713,0.000713
67,924.322,0.15282,0.12107,0.1708,0.17905,0.83641,1,1,0.995,0.995,1,1,0.995,0.995,0.25402,0.02556,0.15705,0.25612,0.6117,0.0006932,0.0006932,0.0006932
68,938.672,0.15299,0.11077,0.17199,0.18674,0.83986,1,1,0.995,0.995,1,1,0.995,0.995,0.22889,0.03119,0.1657,0.14286,0.58957,0.0006734,0.0006734,0.0006734
69,952.462,0.15887,0.11368,0.17978,0.19265,0.85213,1,1,0.995,0.995,1,1,0.995,0.995,0.28347,0.04666,0.19067,0.17293,0.6256,0.0006536,0.0006536,0.0006536
70,965.533,0.16144,0.11956,0.16633,0.19119,0.84858,1,1,0.995,0.995,1,1,0.995,0.995,0.26508,0.03028,0.15717,0.13697,0.60398,0.0006338,0.0006338,0.0006338
71,978.817,0.15924,0.09993,0.15053,0.17913,0.83884,1,1,0.995,0.995,1,1,0.995,0.995,0.21724,0.04215,0.13141,0.15114,0.61231,0.000614,0.000614,0.000614
72,992.737,0.16574,0.12242,0.15775,0.19452,0.84303,0.99922,1,0.995,0.995,0.99922,1,0.995,0.995,0.28048,0.02254,0.14153,0.13862,0.6182,0.0005942,0.0005942,0.0005942
73,1005.99,0.15224,0.0983,0.15161,0.1849,0.83895,0.99922,1,0.995,0.995,0.99922,1,0.995,0.995,0.25022,0.02064,0.13555,0.16478,0.61535,0.0005744,0.0005744,0.0005744
74,1019.68,0.17427,0.1438,0.16149,0.19454,0.8331,1,1,0.995,0.995,1,1,0.995,0.995,0.25304,0.02519,0.13319,0.20458,0.60481,0.0005546,0.0005546,0.0005546
75,1032.36,0.14875,0.10167,0.15553,0.18356,0.84246,1,1,0.995,0.995,1,1,0.995,0.995,0.30763,0.02761,0.14141,0.24808,0.6337,0.0005348,0.0005348,0.0005348
76,1045.51,0.15344,0.09922,0.15645,0.18398,0.83929,1,1,0.995,0.995,1,1,0.995,0.995,0.30407,0.04335,0.1259,0.20444,0.62856,0.000515,0.000515,0.000515
77,1059.75,0.14254,0.10314,0.15985,0.18029,0.83319,1,1,0.995,0.99252,1,1,0.995,0.995,0.32862,0.04023,0.11998,0.20023,0.62168,0.0004952,0.0004952,0.0004952
78,1073.6,0.1483,0.13092,0.15571,0.1825,0.83641,1,1,0.995,0.99462,1,1,0.995,0.995,0.26656,0.025,0.11409,0.20627,0.61257,0.0004754,0.0004754,0.0004754
79,1088.37,0.14938,0.12398,0.14332,0.18145,0.82978,1,1,0.995,0.995,1,1,0.995,0.995,0.27485,0.03253,0.10392,0.17916,0.603,0.0004556,0.0004556,0.0004556
80,1101.71,0.14449,0.09274,0.15948,0.1804,0.83684,1,1,0.995,0.995,1,1,0.995,0.995,0.25917,0.04549,0.09993,0.24023,0.60255,0.0004358,0.0004358,0.0004358
81,1116.01,0.14233,0.11553,0.14872,0.17021,0.845,1,1,0.995,0.995,1,1,0.995,0.995,0.2637,0.02651,0.11339,0.2394,0.61204,0.000416,0.000416,0.000416
82,1129.18,0.14556,0.10663,0.15222,0.17621,0.84037,1,1,0.995,0.995,1,1,0.995,0.995,0.28239,0.03051,0.10808,0.22511,0.60916,0.0003962,0.0003962,0.0003962
83,1141.92,0.13804,0.10176,0.14513,0.17281,0.84984,1,1,0.995,0.995,1,1,0.995,0.995,0.2919,0.02884,0.10552,0.22139,0.61995,0.0003764,0.0003764,0.0003764
84,1156.12,0.12847,0.09035,0.15114,0.16549,0.83559,1,1,0.995,0.995,1,1,0.995,0.995,0.28435,0.04191,0.10203,0.21984,0.61645,0.0003566,0.0003566,0.0003566
85,1169.49,0.13287,0.10426,0.1533,0.16567,0.84308,1,1,0.995,0.995,1,1,0.995,0.995,0.25582,0.03648,0.11163,0.23357,0.62096,0.0003368,0.0003368,0.0003368
86,1183.19,0.12695,0.08307,0.14084,0.16603,0.84033,1,1,0.995,0.995,1,1,0.995,0.995,0.2518,0.02804,0.10207,0.19488,0.6051,0.000317,0.000317,0.000317
87,1196.35,0.12174,0.09043,0.14529,0.15696,0.84189,1,1,0.995,0.995,1,1,0.995,0.995,0.29181,0.02871,0.09527,0.15709,0.60952,0.0002972,0.0002972,0.0002972
88,1209.8,0.12437,0.09869,0.14743,0.15747,0.84892,1,1,0.995,0.995,1,1,0.995,0.995,0.27523,0.02297,0.09868,0.16553,0.60948,0.0002774,0.0002774,0.0002774
89,1223.72,0.1262,0.10254,0.14357,0.16221,0.84209,1,1,0.995,0.995,1,1,0.995,0.995,0.29058,0.02969,0.104,0.16395,0.6107,0.0002576,0.0002576,0.0002576
90,1236.54,0.11542,0.0888,0.14019,0.1553,0.83725,1,1,0.995,0.995,1,1,0.995,0.995,0.32437,0.01919,0.10066,0.16005,0.61743,0.0002378,0.0002378,0.0002378
91,1250.23,0.09701,0.07208,0.18246,0.13201,0.80892,1,1,0.995,0.995,1,1,0.995,0.995,0.28479,0.01889,0.08964,0.1297,0.60431,0.000218,0.000218,0.000218
92,1262.95,0.10167,0.06368,0.17312,0.12571,0.82092,0.99922,1,0.995,0.96662,0.99922,1,0.995,0.995,0.32619,0.02279,0.08113,0.13773,0.61428,0.0001982,0.0001982,0.0001982
93,1275.48,0.09766,0.07033,0.18023,0.12604,0.82134,1,1,0.995,0.995,1,1,0.995,0.995,0.26152,0.03111,0.07908,0.15172,0.60115,0.0001784,0.0001784,0.0001784
94,1289.11,0.09065,0.06348,0.15942,0.11799,0.82731,0.99922,1,0.995,0.9943,0.99922,1,0.995,0.995,0.28165,0.02538,0.08042,0.17302,0.60104,0.0001586,0.0001586,0.0001586
95,1301.77,0.08755,0.06256,0.14462,0.1188,0.80346,0.99923,1,0.995,0.99435,0.99923,1,0.995,0.995,0.28106,0.0202,0.07906,0.19507,0.61215,0.0001388,0.0001388,0.0001388
96,1315.46,0.08714,0.04885,0.14478,0.11691,0.81307,0.99922,1,0.995,0.99439,0.99922,1,0.995,0.995,0.29951,0.03011,0.07569,0.14539,0.61204,0.000119,0.000119,0.000119
97,1328.48,0.08567,0.04674,0.13714,0.10977,0.80034,0.99922,1,0.995,0.99447,0.99922,1,0.995,0.995,0.29055,0.01726,0.06972,0.16943,0.6074,9.92e-05,9.92e-05,9.92e-05
98,1341.4,0.08119,0.05285,0.13392,0.11132,0.81675,0.99923,1,0.995,0.99454,0.99923,1,0.995,0.995,0.30664,0.01813,0.06956,0.19176,0.6134,7.94e-05,7.94e-05,7.94e-05
99,1355.05,0.07557,0.03927,0.12437,0.10132,0.79338,0.99922,1,0.995,0.9945,0.99922,1,0.995,0.995,0.30343,0.02082,0.07008,0.17674,0.60909,5.96e-05,5.96e-05,5.96e-05
100,1368.48,0.07328,0.04265,0.12809,0.10671,0.79207,0.99922,1,0.995,0.99457,0.99922,1,0.995,0.995,0.27367,0.02558,0.0699,0.16871,0.60226,3.98e-05,3.98e-05,3.98e-05
