epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,363.805,0.54511,4.66561,0.44249,0.36623,1.03592,0.99945,1,0.995,0.8868,0.99945,1,0.995,0.23343,0.61667,2.99908,0.34945,0.34587,0.96445,0.001802,0.001802,0.001802
12,398.391,0.54749,4.56458,0.44882,0.36536,1.03177,0.99948,1,0.995,0.90422,0.99948,1,0.995,0.44524,0.4745,2.34993,0.35613,0.31027,0.79954,0.0017822,0.0017822,0.0017822
13,434.043,0.50841,4.1081,0.45033,0.34663,1.01086,0.99948,1,0.995,0.96801,0.99948,1,0.995,0.45694,0.39133,2.11682,0.32692,0.24125,0.77499,0.0017624,0.0017624,0.0017624
14,469.448,0.50127,3.44562,0.4467,0.33974,1.01684,0.9995,1,0.995,0.89803,0.9995,1,0.995,0.52323,0.58781,1.88932,0.35009,0.27004,0.86444,0.0017426,0.0017426,0.0017426
15,503.37,0.47179,3.23894,0.43724,0.33375,0.98975,0.99947,1,0.995,0.89971,0.99947,1,0.995,0.68987,0.53445,1.25711,0.35929,0.27252,0.85993,0.0017228,0.0017228,0.0017228
16,536.606,0.488,3.06345,0.42905,0.33687,1.00196,0.99949,1,0.995,0.90395,0.99949,1,0.995,0.73125,0.50291,1.40348,0.35188,0.33858,0.84352,0.001703,0.001703,0.001703
17,570.074,0.43381,2.74827,0.43264,0.325,0.9767,0.99945,1,0.995,0.94621,0.99945,1,0.995,0.73352,0.27447,1.21307,0.35316,0.22383,0.72137,0.0016832,0.0016832,0.0016832
18,602.915,0.4631,2.86241,0.43908,0.32404,0.98646,0.9995,1,0.995,0.93857,0.9995,1,0.995,0.46619,0.34299,2.04507,0.38017,0.25418,0.73364,0.0016634,0.0016634,0.0016634
19,635.346,0.45988,2.8993,0.42647,0.32803,0.98134,0.99949,1,0.995,0.99498,0.99949,1,0.995,0.74772,0.28214,1.27172,0.35971,0.24412,0.7283,0.0016436,0.0016436,0.0016436
20,666.654,0.44017,2.68396,0.42627,0.31591,0.9776,0.9995,1,0.995,0.91318,0.9995,1,0.995,0.54308,0.53147,1.74083,0.36771,0.30143,0.83291,0.0016238,0.0016238,0.0016238
21,698.21,0.42997,2.52414,0.41165,0.30761,0.97,0.99951,1,0.995,0.92816,0.99951,1,0.995,0.75163,0.41299,1.04696,0.34832,0.22106,0.76119,0.001604,0.001604,0.001604
22,729.378,0.41935,2.4179,0.40634,0.30118,0.96994,0.9995,1,0.995,0.92427,0.9995,1,0.995,0.85245,0.42385,0.59027,0.38322,0.26387,0.80248,0.0015842,0.0015842,0.0015842
23,761.435,0.38879,2.2096,0.40223,0.28638,0.95876,1,1,0.995,0.91485,1,1,0.995,0.66459,0.36916,1.15741,0.36411,0.25567,0.7482,0.0015644,0.0015644,0.0015644
24,793.67,0.41521,2.07569,0.40324,0.29462,0.95918,0.99949,1,0.995,0.8961,0.99949,1,0.995,0.82498,0.52023,0.69387,0.35616,0.29101,0.83782,0.0015446,0.0015446,0.0015446
25,825.993,0.4305,2.08615,0.39614,0.30326,0.96582,1,1,0.995,0.8955,1,1,0.995,0.78686,0.54631,0.87007,0.37797,0.26249,0.84402,0.0015248,0.0015248,0.0015248
26,859.087,0.41658,1.97896,0.39657,0.30548,0.96346,1,1,0.995,0.94068,1,1,0.995,0.90481,0.30333,0.52529,0.35187,0.21619,0.74512,0.001505,0.001505,0.001505
27,892.582,0.38997,1.91363,0.38933,0.29067,0.94795,0.99951,1,0.995,0.995,0.99951,1,0.995,0.88666,0.25852,0.70675,0.3773,0.20246,0.70355,0.0014852,0.0014852,0.0014852
28,925.402,0.41626,2.03321,0.37993,0.30015,0.95649,1,1,0.995,0.9517,1,1,0.995,0.90963,0.29785,0.46414,0.33234,0.18957,0.72155,0.0014654,0.0014654,0.0014654
29,958.824,0.42296,1.88658,0.38365,0.29445,0.96421,0.99952,1,0.995,0.995,0.99952,1,0.995,0.80198,0.27417,0.78025,0.32299,0.31355,0.73628,0.0014456,0.0014456,0.0014456
30,991.245,0.39181,1.96333,0.37523,0.28966,0.95215,0.9995,1,0.995,0.89708,0.9995,1,0.995,0.90869,0.49402,0.43667,0.35521,0.25729,0.83766,0.0014258,0.0014258,0.0014258
31,1024.74,0.39696,1.87011,0.36055,0.29087,0.94569,1,1,0.995,0.98021,1,1,0.995,0.97898,0.2927,0.39832,0.34902,0.21705,0.7138,0.001406,0.001406,0.001406
32,1056.35,0.40593,1.80142,0.36461,0.29318,0.96176,0.99949,1,0.995,0.95,0.99949,1,0.995,0.82641,0.33625,0.6753,0.34229,0.19943,0.72162,0.0013862,0.0013862,0.0013862
33,1087.11,0.37131,1.67949,0.36587,0.28004,0.93696,1,1,0.995,0.90954,1,1,0.995,0.93903,0.40034,0.3978,0.34066,0.2079,0.7622,0.0013664,0.0013664,0.0013664
34,1117.05,0.35279,1.54156,0.35239,0.26689,0.93795,0.9995,1,0.995,0.97149,0.9995,1,0.995,0.9225,0.32072,0.4958,0.3044,0.19099,0.71502,0.0013466,0.0013466,0.0013466
35,1148,0.40163,1.705,0.34657,0.28551,0.94989,0.99949,1,0.995,0.90317,0.99949,1,0.995,0.7743,0.42793,0.76578,0.31177,0.21239,0.76684,0.0013268,0.0013268,0.0013268
36,1179.99,0.3683,1.72375,0.35057,0.27009,0.94074,0.99951,1,0.995,0.98015,0.99951,1,0.995,0.89304,0.29097,0.486,0.2882,0.22099,0.70073,0.001307,0.001307,0.001307
37,1212.92,0.34823,1.51844,0.3385,0.25757,0.92307,1,1,0.995,0.99009,1,1,0.995,0.91099,0.25524,0.41303,0.2971,0.21487,0.68959,0.0012872,0.0012872,0.0012872
38,1246.34,0.33739,1.43248,0.33962,0.26159,0.92369,1,1,0.995,0.995,1,1,0.995,0.85394,0.20292,0.54005,0.28482,0.17409,0.68284,0.0012674,0.0012674,0.0012674
39,1279.42,0.34615,1.49134,0.33621,0.2628,0.92437,0.9995,1,0.995,0.90802,0.9995,1,0.995,0.8863,0.41787,0.52674,0.28725,0.24637,0.77048,0.0012476,0.0012476,0.0012476
40,1312.91,0.34108,1.42666,0.32086,0.25871,0.93069,1,1,0.995,0.98319,1,1,0.995,0.86714,0.32403,0.49263,0.25279,0.19375,0.72205,0.0012278,0.0012278,0.0012278
41,1345.68,0.3218,1.39354,0.32033,0.25,0.91634,0.9995,1,0.995,0.995,0.9995,1,0.995,0.88034,0.19441,0.50442,0.26615,0.16365,0.66207,0.001208,0.001208,0.001208
42,1377.76,0.32887,1.38433,0.3205,0.25155,0.91868,1,1,0.995,0.995,1,1,0.995,0.90455,0.27049,0.40821,0.26522,0.17102,0.69055,0.0011882,0.0011882,0.0011882
43,1409.85,0.32275,1.37266,0.32573,0.24486,0.912,0.99951,1,0.995,0.99048,0.99951,1,0.995,0.94545,0.31652,0.27829,0.2763,0.18723,0.72676,0.0011684,0.0011684,0.0011684
44,1443.17,0.31912,1.29626,0.31157,0.24439,0.92635,0.9995,1,0.995,0.995,0.9995,1,0.995,0.82649,0.22027,0.80848,0.31327,0.15685,0.68493,0.0011486,0.0011486,0.0011486
45,1474.93,0.32286,1.31496,0.31714,0.24486,0.93137,1,1,0.995,0.99064,1,1,0.995,0.95304,0.26473,0.3144,0.25241,0.18754,0.67913,0.0011288,0.0011288,0.0011288
46,1506.86,0.32159,1.28684,0.30466,0.24492,0.9149,0.99951,1,0.995,0.9819,0.99951,1,0.995,0.92597,0.27193,0.48488,0.28173,0.18538,0.70011,0.001109,0.001109,0.001109
47,1537.48,0.31942,1.18431,0.30793,0.24263,0.91402,1,1,0.995,0.98815,1,1,0.995,0.89226,0.22655,0.37199,0.26502,0.18317,0.68031,0.0010892,0.0010892,0.0010892
48,1567.76,0.32048,1.30303,0.30251,0.2429,0.91843,0.9995,1,0.995,0.995,0.9995,1,0.995,0.91493,0.24462,0.31167,0.27167,0.17885,0.6793,0.0010694,0.0010694,0.0010694
49,1599.38,0.31416,1.22633,0.29423,0.24579,0.91799,0.9995,1,0.995,0.99127,0.9995,1,0.995,0.995,0.2465,0.22651,0.24103,0.19309,0.70101,0.0010496,0.0010496,0.0010496
50,1631.38,0.31572,1.22315,0.30122,0.24031,0.92379,0.99951,1,0.995,0.9927,0.99951,1,0.995,0.85922,0.25357,0.51892,0.26045,0.16558,0.68102,0.0010298,0.0010298,0.0010298
51,1663.31,0.30681,1.37755,0.29284,0.23428,0.91162,1,1,0.995,0.995,1,1,0.995,0.97881,0.2098,0.25739,0.25279,0.14935,0.67815,0.00101,0.00101,0.00101
52,1695.4,0.34502,1.24355,0.29265,0.24956,0.91871,0.99951,1,0.995,0.9893,0.99951,1,0.995,0.9898,0.25002,0.40611,0.23244,0.16763,0.67907,0.0009902,0.0009902,0.0009902
53,1728.01,0.3347,1.2397,0.27537,0.24673,0.92002,1,1,0.995,0.95626,1,1,0.995,0.74555,0.36188,0.85389,0.22874,0.18949,0.72529,0.0009704,0.0009704,0.0009704
54,1761.51,0.3299,1.12581,0.27929,0.24368,0.9189,1,1,0.995,0.995,1,1,0.995,0.95802,0.22212,0.30327,0.21784,0.19645,0.67926,0.0009506,0.0009506,0.0009506
55,1796.1,0.3047,1.17131,0.2747,0.23641,0.91778,0.99951,1,0.995,0.99379,0.99951,1,0.995,0.92276,0.24241,0.29613,0.23304,0.19891,0.68791,0.0009308,0.0009308,0.0009308
56,1829.98,0.29211,1.0111,0.27186,0.23109,0.9002,1,1,0.995,0.97889,1,1,0.995,0.95057,0.33435,0.23509,0.21174,0.19661,0.70339,0.000911,0.000911,0.000911
57,1863.2,0.29709,0.99786,0.26304,0.22933,0.90887,1,1,0.995,0.94744,1,1,0.995,0.98036,0.35823,0.24883,0.21124,0.21282,0.73001,0.0008912,0.0008912,0.0008912
58,1895.79,0.29223,1.05934,0.27636,0.23376,0.9049,1,1,0.995,0.98683,1,1,0.995,0.99398,0.28389,0.20998,0.19345,0.18255,0.69408,0.0008714,0.0008714,0.0008714
59,1928.83,0.29874,1.11874,0.26097,0.23631,0.90695,0.9995,1,0.995,0.995,0.9995,1,0.995,0.94477,0.24038,0.37253,0.20243,0.15887,0.67322,0.0008516,0.0008516,0.0008516
60,1961.55,0.30857,1.00109,0.26859,0.23104,0.90817,0.99951,1,0.995,0.99239,0.99951,1,0.995,0.99224,0.2715,0.24303,0.19026,0.1763,0.70987,0.0008318,0.0008318,0.0008318
61,1993.88,0.31037,1.0783,0.25216,0.23732,0.91702,1,1,0.995,0.92936,1,1,0.995,0.995,0.36388,0.19168,0.19093,0.1858,0.72561,0.000812,0.000812,0.000812
62,2026.72,0.30929,1.01337,0.26154,0.2328,0.91273,0.9995,1,0.995,0.995,0.9995,1,0.995,0.995,0.23205,0.20759,0.18593,0.15334,0.66862,0.0007922,0.0007922,0.0007922
63,2058.65,0.28375,0.91686,0.25207,0.21878,0.8939,0.99951,1,0.995,0.995,0.99951,1,0.995,0.99475,0.21675,0.19435,0.19751,0.14062,0.66007,0.0007724,0.0007724,0.0007724
64,2090.78,0.27004,0.93627,0.24536,0.21768,0.89117,1,1,0.995,0.995,1,1,0.995,0.99424,0.23772,0.22755,0.1962,0.16289,0.66727,0.0007526,0.0007526,0.0007526
65,2122.14,0.26974,0.96578,0.258,0.21589,0.89959,0.99951,1,0.995,0.995,0.99951,1,0.995,0.98575,0.16934,0.24474,0.18764,0.14174,0.64867,0.0007328,0.0007328,0.0007328
66,2154.01,0.27376,0.91752,0.24862,0.21519,0.90105,0.99952,1,0.995,0.995,0.99952,1,0.995,0.99157,0.1541,0.17817,0.17238,0.13437,0.6512,0.000713,0.000713,0.000713
67,2185.87,0.25664,0.81163,0.24012,0.20392,0.89673,0.99951,1,0.995,0.995,0.99951,1,0.995,0.995,0.21139,0.18866,0.20944,0.15013,0.65769,0.0006932,0.0006932,0.0006932
68,2218.22,0.25472,0.77112,0.25452,0.20397,0.8879,0.99952,1,0.995,0.995,0.99952,1,0.995,0.995,0.1995,0.18004,0.16677,0.13929,0.66125,0.0006734,0.0006734,0.0006734
69,2250.69,0.24893,0.86691,0.244,0.21068,0.90251,1,1,0.995,0.995,1,1,0.995,0.96693,0.19025,0.23909,0.17219,0.17115,0.65492,0.0006536,0.0006536,0.0006536
70,2283.36,0.25496,0.93797,0.23411,0.21242,0.896,0.99951,1,0.995,0.995,0.99951,1,0.995,0.995,0.16801,0.16279,0.21377,0.13554,0.64657,0.0006338,0.0006338,0.0006338
71,2317.32,0.25292,0.84087,0.2344,0.20929,0.88885,0.99952,1,0.995,0.995,0.99952,1,0.995,0.99444,0.15025,0.22643,0.18364,0.12327,0.6452,0.000614,0.000614,0.000614
72,2351.14,0.25925,0.83868,0.23015,0.20998,0.89293,0.99951,1,0.995,0.995,0.99951,1,0.995,0.995,0.21209,0.12018,0.16088,0.1405,0.66297,0.0005942,0.0005942,0.0005942
73,2386.03,0.2468,0.77777,0.23061,0.20018,0.88925,0.99951,1,0.995,0.995,0.99951,1,0.995,0.995,0.18572,0.14256,0.15212,0.1366,0.65191,0.0005744,0.0005744,0.0005744
74,2420.47,0.24381,0.7779,0.2249,0.19994,0.88933,0.99951,1,0.995,0.995,0.99951,1,0.995,0.995,0.18802,0.17528,0.16982,0.12701,0.66597,0.0005546,0.0005546,0.0005546
75,2453.96,0.26088,0.75764,0.23274,0.20294,0.90049,1,1,0.995,0.995,1,1,0.995,0.99436,0.28872,0.14059,0.14184,0.16945,0.68437,0.0005348,0.0005348,0.0005348
76,2486.62,0.25808,0.72864,0.21732,0.20239,0.88924,0.99951,1,0.995,0.99297,0.99951,1,0.995,0.99018,0.26925,0.21495,0.16878,0.16232,0.67678,0.000515,0.000515,0.000515
77,2518.22,0.24216,0.70951,0.22486,0.19774,0.89255,0.99952,1,0.995,0.97697,0.99952,1,0.995,0.995,0.28607,0.16596,0.13895,0.16284,0.69141,0.0004952,0.0004952,0.0004952
78,2549.2,0.23745,0.73503,0.22619,0.19695,0.89194,0.99951,1,0.995,0.995,0.99951,1,0.995,0.99434,0.17691,0.13853,0.13189,0.14184,0.65183,0.0004754,0.0004754,0.0004754
79,2579.84,0.22846,0.66164,0.21883,0.19046,0.88653,0.99952,1,0.995,0.995,0.99952,1,0.995,0.995,0.15523,0.13306,0.13608,0.14904,0.64665,0.0004556,0.0004556,0.0004556
80,2610.8,0.23105,0.70866,0.21803,0.19089,0.88071,1,1,0.995,0.995,1,1,0.995,0.995,0.2401,0.18403,0.14295,0.13595,0.67083,0.0004358,0.0004358,0.0004358
81,2642.66,0.23738,0.71448,0.21577,0.19546,0.88639,1,1,0.995,0.995,1,1,0.995,0.995,0.18987,0.14777,0.16394,0.12502,0.65264,0.000416,0.000416,0.000416
82,2674.04,0.22023,0.65311,0.21182,0.1885,0.87944,1,1,0.995,0.995,1,1,0.995,0.995,0.20857,0.102,0.14352,0.14126,0.6632,0.0003962,0.0003962,0.0003962
