epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,320.827,0.30224,5.54926,0.4668,0.29549,0.90499,1,1,0.995,0.995,1,1,0.995,0.4975,0.1756,3.54606,0.37557,0.23306,0.67654,0.0016436,0.0016436,0.0016436
20,337.439,0.29738,5.10444,0.4566,0.2896,0.8995,1,1,0.995,0.995,1,1,0.995,0.32123,0.11712,3.30161,0.39507,0.18938,0.65874,0.0016238,0.0016238,0.0016238
21,353.465,0.27585,4.77319,0.44766,0.28616,0.90272,1,1,0.995,0.995,1,1,0.995,0.5062,0.20644,2.87258,0.37892,0.23029,0.66864,0.001604,0.001604,0.001604
22,369.913,0.26329,4.67358,0.45665,0.2636,0.88238,1,1,0.995,0.995,1,1,0.995,0.6244,0.1982,2.43335,0.37506,0.21631,0.69105,0.0015842,0.0015842,0.0015842
23,386.558,0.26124,4.45797,0.44652,0.27909,0.8991,1,1,0.995,0.89628,1,1,0.995,0.65031,0.28906,2.84024,0.35782,0.33723,0.76509,0.0015644,0.0015644,0.0015644
24,402.484,0.24956,4.3378,0.4564,0.26279,0.88834,1,1,0.995,0.995,1,1,0.995,0.44239,0.25,3.01827,0.34558,0.2078,0.71756,0.0015446,0.0015446,0.0015446
25,419.071,0.2615,4.17176,0.437,0.2704,0.89854,1,1,0.995,0.995,1,1,0.995,0.57234,0.20142,2.38766,0.35037,0.16947,0.72344,0.0015248,0.0015248,0.0015248
26,435.226,0.25241,3.93315,0.44354,0.26599,0.8967,1,1,0.995,0.995,1,1,0.995,0.6961,0.21018,2.07483,0.34035,0.22889,0.71464,0.001505,0.001505,0.001505
27,451.837,0.25732,3.78016,0.42359,0.26258,0.92346,1,1,0.995,0.995,1,1,0.995,0.72341,0.14971,1.93489,0.34348,0.17873,0.65967,0.0014852,0.0014852,0.0014852
28,467.052,0.26928,3.93779,0.44059,0.2697,0.89855,1,1,0.995,0.995,1,1,0.995,0.4967,0.16822,2.00929,0.34114,0.14186,0.70123,0.0014654,0.0014654,0.0014654
29,483.066,0.25724,3.68014,0.42487,0.25201,0.88765,1,1,0.995,0.995,1,1,0.995,0.59583,0.25521,2.17874,0.36288,0.23576,0.72184,0.0014456,0.0014456,0.0014456
30,498.167,0.25352,3.71816,0.43298,0.26139,0.89399,1,1,0.995,0.995,1,1,0.995,0.28248,0.27046,2.40133,0.36051,0.22572,0.7611,0.0014258,0.0014258,0.0014258
31,514.063,0.23921,3.56969,0.43086,0.24893,0.88977,1,1,0.995,0.995,1,1,0.995,0.78169,0.16218,1.28165,0.38065,0.1684,0.68345,0.001406,0.001406,0.001406
32,529.192,0.22923,3.3346,0.43111,0.24651,0.88547,1,1,0.995,0.995,1,1,0.995,0.65613,0.11758,1.33275,0.38368,0.11919,0.66993,0.0013862,0.0013862,0.0013862
33,545.079,0.22952,3.27773,0.42583,0.24445,0.88364,1,1,0.995,0.995,1,1,0.995,0.74099,0.14754,1.56535,0.39945,0.16373,0.67099,0.0013664,0.0013664,0.0013664
34,561.065,0.22908,3.17577,0.44064,0.24787,0.88684,1,1,0.995,0.995,1,1,0.995,0.6691,0.15405,1.20208,0.39608,0.11973,0.68308,0.0013466,0.0013466,0.0013466
35,577.367,0.22144,3.08355,0.42632,0.24719,0.8732,1,1,0.995,0.995,1,1,0.995,0.6289,0.12786,1.27453,0.41657,0.18341,0.65859,0.0013268,0.0013268,0.0013268
36,593.158,0.22905,2.78948,0.42674,0.24083,0.86581,1,1,0.995,0.995,1,1,0.995,0.79237,0.1743,1.09107,0.39343,0.15513,0.6943,0.001307,0.001307,0.001307
37,609.285,0.22583,2.66665,0.42076,0.2305,0.87465,1,1,0.995,0.995,1,1,0.995,0.46217,0.12515,1.85848,0.36742,0.13595,0.6836,0.0012872,0.0012872,0.0012872
38,624.453,0.22024,2.84604,0.4284,0.23151,0.86738,1,1,0.995,0.995,1,1,0.995,0.8044,0.09724,1.07854,0.36538,0.12234,0.66356,0.0012674,0.0012674,0.0012674
39,640.866,0.21596,2.63886,0.41479,0.23438,0.87987,1,1,0.995,0.995,1,1,0.995,0.86296,0.18764,0.90294,0.35402,0.20323,0.67272,0.0012476,0.0012476,0.0012476
40,656.348,0.23106,2.61586,0.42428,0.22907,0.87367,0.99922,1,0.995,0.995,0.99922,1,0.995,0.79979,0.09648,1.29475,0.34058,0.14214,0.65166,0.0012278,0.0012278,0.0012278
41,672.358,0.20743,2.73728,0.39857,0.2297,0.87792,0.99921,1,0.995,0.995,0.99921,1,0.995,0.83733,0.10494,1.23369,0.35181,0.18793,0.65573,0.001208,0.001208,0.001208
42,687.507,0.19217,2.56918,0.41062,0.22379,0.87304,0.99921,1,0.995,0.995,0.99921,1,0.995,0.27718,0.13541,1.99629,0.35173,0.104,0.66952,0.0011882,0.0011882,0.0011882
43,703.638,0.19839,2.69256,0.41963,0.22001,0.87207,0.99922,1,0.995,0.995,0.99922,1,0.995,0.796,0.1007,0.89628,0.35173,0.15554,0.66277,0.0011684,0.0011684,0.0011684
44,719.51,0.19221,2.44788,0.41004,0.22358,0.87909,0.99923,1,0.995,0.995,0.99923,1,0.995,0.8955,0.06018,0.9297,0.35773,0.08111,0.6618,0.0011486,0.0011486,0.0011486
45,735.939,0.1843,2.33466,0.42594,0.20689,0.86295,0.99922,1,0.995,0.995,0.99922,1,0.995,0.84602,0.06628,0.84276,0.34349,0.09827,0.6601,0.0011288,0.0011288,0.0011288
46,751.476,0.18401,2.40098,0.42458,0.20643,0.86328,0.99921,1,0.995,0.995,0.99921,1,0.995,0.8955,0.09245,0.75817,0.35384,0.10258,0.65869,0.001109,0.001109,0.001109
47,768.036,0.19353,2.36704,0.4407,0.20932,0.87502,1,1,0.995,0.995,1,1,0.995,0.77498,0.15438,1.04613,0.35078,0.15606,0.67659,0.0010892,0.0010892,0.0010892
48,784.202,0.19707,2.32899,0.41826,0.21244,0.86464,1,1,0.995,0.995,1,1,0.995,0.61317,0.15683,1.51388,0.35577,0.16895,0.66705,0.0010694,0.0010694,0.0010694
49,800.659,0.2029,2.44636,0.4123,0.22515,0.87263,1,1,0.995,0.995,1,1,0.995,0.72751,0.11675,1.23713,0.3546,0.16706,0.66689,0.0010496,0.0010496,0.0010496
50,816.683,0.18319,2.42222,0.41659,0.21739,0.87323,1,1,0.995,0.995,1,1,0.995,0.8955,0.08514,0.87908,0.35812,0.13611,0.64661,0.0010298,0.0010298,0.0010298
51,832.032,0.17712,2.04901,0.39775,0.20268,0.85779,1,1,0.995,0.995,1,1,0.995,0.8955,0.08549,0.68242,0.3491,0.15272,0.64659,0.00101,0.00101,0.00101
52,848.98,0.1867,2.15766,0.39481,0.20542,0.85963,1,1,0.995,0.995,1,1,0.995,0.87696,0.09423,0.81628,0.35499,0.09113,0.66064,0.0009902,0.0009902,0.0009902
53,864.511,0.17111,2.07267,0.42633,0.19167,0.87615,1,1,0.995,0.995,1,1,0.995,0.80886,0.10388,0.91871,0.34537,0.12284,0.65421,0.0009704,0.0009704,0.0009704
54,880.873,0.16695,1.84775,0.41744,0.18766,0.86671,1,1,0.995,0.995,1,1,0.995,0.8955,0.11674,0.87146,0.34919,0.11298,0.6516,0.0009506,0.0009506,0.0009506
55,896.087,0.17439,1.70813,0.40112,0.19439,0.8658,1,1,0.995,0.995,1,1,0.995,0.8955,0.09199,0.672,0.34803,0.11051,0.65388,0.0009308,0.0009308,0.0009308
56,912.211,0.18502,1.98847,0.4129,0.20128,0.86736,1,1,0.995,0.995,1,1,0.995,0.83056,0.08268,0.88266,0.35706,0.09402,0.65454,0.000911,0.000911,0.000911
57,926.991,0.17097,1.92112,0.40882,0.19457,0.85802,0.99922,1,0.995,0.995,0.99922,1,0.995,0.88536,0.05747,0.77927,0.35553,0.10618,0.64621,0.0008912,0.0008912,0.0008912
58,943.204,0.17841,1.98656,0.40934,0.1966,0.86671,1,1,0.995,0.995,1,1,0.995,0.8955,0.14232,0.81778,0.35979,0.14362,0.66259,0.0008714,0.0008714,0.0008714
59,959.85,0.16962,1.69247,0.37464,0.18594,0.85741,1,1,0.995,0.995,1,1,0.995,0.88942,0.12321,0.85026,0.36207,0.09443,0.653,0.0008516,0.0008516,0.0008516
60,976.415,0.16482,1.83558,0.39173,0.18828,0.86019,1,1,0.995,0.995,1,1,0.995,0.8955,0.10003,0.66052,0.34887,0.09025,0.65292,0.0008318,0.0008318,0.0008318
61,992.277,0.16504,1.79844,0.413,0.18731,0.85654,1,1,0.995,0.995,1,1,0.995,0.796,0.13206,0.92542,0.34057,0.13097,0.6605,0.000812,0.000812,0.000812
62,1008.44,0.16787,1.72997,0.40587,0.18284,0.86735,1,1,0.995,0.995,1,1,0.995,0.8955,0.1189,0.71977,0.34252,0.16481,0.65362,0.0007922,0.0007922,0.0007922
63,1023.4,0.15833,1.62727,0.39348,0.17782,0.85131,1,1,0.995,0.995,1,1,0.995,0.8955,0.09784,0.68181,0.33679,0.14755,0.65656,0.0007724,0.0007724,0.0007724
64,1039.37,0.15772,1.79888,0.40256,0.18226,0.85938,1,1,0.995,0.995,1,1,0.995,0.84732,0.12227,1.15757,0.34955,0.13736,0.65325,0.0007526,0.0007526,0.0007526
65,1054.33,0.15624,1.80757,0.40052,0.18675,0.8667,1,1,0.995,0.995,1,1,0.995,0.89462,0.10529,0.70401,0.3534,0.18824,0.64988,0.0007328,0.0007328,0.0007328
66,1070.35,0.15989,1.59537,0.40203,0.18026,0.85814,1,1,0.995,0.995,1,1,0.995,0.8955,0.11648,0.67222,0.35137,0.10393,0.65491,0.000713,0.000713,0.000713
67,1086,0.15919,1.60569,0.40079,0.17794,0.86068,1,1,0.995,0.995,1,1,0.995,0.87901,0.12428,0.69946,0.351,0.09232,0.65331,0.0006932,0.0006932,0.0006932
68,1102.98,0.16434,1.74932,0.4111,0.19719,0.86901,1,1,0.995,0.995,1,1,0.995,0.8955,0.12739,0.76818,0.3574,0.13623,0.65958,0.0006734,0.0006734,0.0006734
69,1119.16,0.16051,1.52653,0.3837,0.1821,0.86533,1,1,0.995,0.995,1,1,0.995,0.89233,0.18231,0.70354,0.34342,0.11551,0.67144,0.0006536,0.0006536,0.0006536
70,1135.77,0.15713,1.47585,0.38613,0.17167,0.85287,1,1,0.995,0.995,1,1,0.995,0.8955,0.06839,0.70273,0.35306,0.09738,0.66047,0.0006338,0.0006338,0.0006338
71,1150.66,0.15885,1.54434,0.39651,0.17421,0.86059,1,1,0.995,0.995,1,1,0.995,0.8955,0.13907,0.73392,0.34944,0.13204,0.66769,0.000614,0.000614,0.000614
72,1166.07,0.16695,1.51811,0.38765,0.19048,0.86242,1,1,0.995,0.995,1,1,0.995,0.8955,0.09089,0.63824,0.3376,0.1246,0.64598,0.0005942,0.0005942,0.0005942
73,1181.43,0.14163,1.41596,0.39132,0.16691,0.86227,1,1,0.995,0.995,1,1,0.995,0.8955,0.04831,0.74737,0.36502,0.14303,0.64273,0.0005744,0.0005744,0.0005744
74,1197.12,0.14798,1.5066,0.40318,0.17303,0.84797,1,1,0.995,0.995,1,1,0.995,0.8955,0.09866,0.69699,0.3566,0.21582,0.65023,0.0005546,0.0005546,0.0005546
75,1212.09,0.15728,1.59543,0.38342,0.1819,0.87267,1,1,0.995,0.995,1,1,0.995,0.8955,0.10125,0.64164,0.35997,0.11117,0.65206,0.0005348,0.0005348,0.0005348
76,1227.85,0.14968,1.60556,0.38025,0.17399,0.85938,1,1,0.995,0.995,1,1,0.995,0.8955,0.09477,0.71982,0.35705,0.0848,0.65025,0.000515,0.000515,0.000515
77,1243.1,0.14875,1.432,0.40277,0.17749,0.85183,1,1,0.995,0.995,1,1,0.995,0.8955,0.05845,0.61956,0.35233,0.07474,0.64962,0.0004952,0.0004952,0.0004952
78,1259.03,0.14594,1.58766,0.39703,0.1727,0.86169,1,1,0.995,0.995,1,1,0.995,0.8955,0.09932,0.7346,0.35526,0.10694,0.66101,0.0004754,0.0004754,0.0004754
79,1274.77,0.13731,1.44186,0.40201,0.16237,0.85447,1,1,0.995,0.995,1,1,0.995,0.8955,0.10028,0.6831,0.35828,0.15154,0.65424,0.0004556,0.0004556,0.0004556
80,1290.85,0.14089,1.46111,0.39021,0.16496,0.84671,0.99923,1,0.995,0.995,0.99923,1,0.995,0.8955,0.07194,0.62619,0.364,0.11541,0.6457,0.0004358,0.0004358,0.0004358
81,1306.28,0.13292,1.35165,0.39878,0.15391,0.85767,0.99924,1,0.995,0.995,0.99924,1,0.995,0.8955,0.07232,0.66368,0.36178,0.12412,0.64661,0.000416,0.000416,0.000416
82,1322.69,0.13197,1.44108,0.4082,0.16418,0.85715,0.99923,1,0.995,0.995,0.99923,1,0.995,0.8955,0.06866,0.61926,0.35815,0.08104,0.64409,0.0003962,0.0003962,0.0003962
83,1338.22,0.13517,1.40887,0.3972,0.15577,0.86768,0.99922,1,0.995,0.995,0.99922,1,0.995,0.8955,0.05933,0.66484,0.35898,0.08017,0.64009,0.0003764,0.0003764,0.0003764
84,1354.66,0.1169,1.21444,0.39384,0.1467,0.84832,0.99923,1,0.995,0.995,0.99923,1,0.995,0.8955,0.06167,0.6189,0.35906,0.08069,0.64358,0.0003566,0.0003566,0.0003566
85,1369.54,0.11987,1.31732,0.38667,0.15332,0.85875,0.99922,1,0.995,0.995,0.99922,1,0.995,0.8955,0.06465,0.67677,0.3619,0.10385,0.64161,0.0003368,0.0003368,0.0003368
86,1385.51,0.11905,1.20506,0.39047,0.14975,0.85684,0.99923,1,0.995,0.995,0.99923,1,0.995,0.91465,0.07339,0.61056,0.35255,0.08096,0.64127,0.000317,0.000317,0.000317
87,1400.19,0.11471,1.22581,0.38419,0.1512,0.85767,1,1,0.995,0.995,1,1,0.995,0.89881,0.06714,0.57951,0.35361,0.09658,0.63873,0.0002972,0.0002972,0.0002972
88,1415.62,0.11295,1.33633,0.38808,0.14621,0.85159,1,1,0.995,0.995,1,1,0.995,0.8955,0.05365,0.59682,0.35631,0.1074,0.63893,0.0002774,0.0002774,0.0002774
89,1430.65,0.11159,1.31174,0.3824,0.14544,0.84582,1,1,0.995,0.995,1,1,0.995,0.8955,0.05469,0.61613,0.35069,0.069,0.64183,0.0002576,0.0002576,0.0002576
90,1446.53,0.10642,1.20584,0.38158,0.14402,0.85179,1,1,0.995,0.995,1,1,0.995,0.90756,0.05767,0.61862,0.35117,0.07583,0.6455,0.0002378,0.0002378,0.0002378
91,1461.92,0.09017,0.71587,0.38666,0.11677,0.80629,0.99923,1,0.995,0.995,0.99923,1,0.995,0.97324,0.04573,0.56671,0.33186,0.07817,0.64629,0.000218,0.000218,0.000218
92,1477.66,0.08806,0.68137,0.37259,0.11282,0.82388,0.99922,1,0.995,0.995,0.99922,1,0.995,0.8955,0.07099,0.59499,0.30634,0.09649,0.64709,0.0001982,0.0001982,0.0001982
93,1492.5,0.08753,0.65073,0.35426,0.11045,0.83222,0.99922,1,0.995,0.995,0.99922,1,0.995,0.93427,0.06436,0.59148,0.28095,0.0807,0.64688,0.0001784,0.0001784,0.0001784
94,1507.88,0.09301,0.6931,0.33608,0.1165,0.8242,0.99922,1,0.995,0.995,0.99922,1,0.995,0.93734,0.06789,0.58598,0.25862,0.08406,0.64791,0.0001586,0.0001586,0.0001586
95,1522.8,0.0786,0.62599,0.31605,0.10568,0.82067,0.99923,1,0.995,0.995,0.99923,1,0.995,0.97687,0.06846,0.57165,0.24045,0.10219,0.64494,0.0001388,0.0001388,0.0001388
96,1538.72,0.07888,0.61312,0.31641,0.10015,0.82081,0.99923,1,0.995,0.995,0.99923,1,0.995,0.97603,0.07029,0.5824,0.22783,0.07547,0.64242,0.000119,0.000119,0.000119
97,1553.93,0.07389,0.62189,0.3031,0.09757,0.80251,0.99923,1,0.995,0.995,0.99923,1,0.995,0.97849,0.06175,0.57192,0.21755,0.07945,0.64354,9.92e-05,9.92e-05,9.92e-05
98,1569.96,0.06888,0.60086,0.29031,0.0947,0.81915,0.99923,1,0.995,0.995,0.99923,1,0.995,0.98543,0.06043,0.57022,0.21084,0.0767,0.64486,7.94e-05,7.94e-05,7.94e-05
99,1584.83,0.06606,0.58411,0.28649,0.08881,0.78949,0.99923,1,0.995,0.995,0.99923,1,0.995,0.93478,0.06863,0.57774,0.2045,0.08383,0.64286,5.96e-05,5.96e-05,5.96e-05
100,1601.83,0.06479,0.57298,0.28619,0.09351,0.812,0.99924,1,0.995,0.995,0.99924,1,0.995,0.97835,0.07515,0.56512,0.20099,0.0896,0.6442,3.98e-05,3.98e-05,3.98e-05
